state,lga,ward,health_facility,Latitude,Longitude,type_hf,status,accessibility
Adamawa,Yola South,Namtari,SANGERE H/POST,9.286107,12.4334187,Health Clinic,Functioning,True
Adamawa,Yola South,Namtari,Walowol,9.2785928,12.4341346,PHC,Functioning,True
Adamawa,Yola South,Namtari,WAURO JABBE PHCC,9.2698843,12.4351047,Hospital,Functioning,True
Adamawa,Yola South,NaMTERmtari,HULLERE,10.14613667,12.43726833,Health Clinic,Not Functioning,True
Adamawa,Yola South,Ngurore,GDCMH,9.2812864,12.4376645,Health Clinic,Functioning,True
Adamawa,Yola South,Ngurore,MBOI H POST,8.591944,12.437777,Health Post,Partially Functioning,False
Adamawa,Yola South,Ngurore,NAKOWA NURSING,9.543287,12.437948,PHC,Functioning,True
Adamawa,Yola South,Ngurore,NGURORE MCH,0.2092623,12.438186,PHC,Functioning,False
Adamawa,Yola South,Ngurore,RUMDE,10.2092623,12.438186,PHC,Functioning,False
Adamawa,Yola South,Ngurore,WURO YANKA HC,9.259551,12.4394286,PHC,Functioning,True
Adamawa,Yola South,Ngurore,YELWA CLINIC,9.2703383,12.4395178,Hospital,Functioning,True
Adamawa,Yola South,NHURURE,GODUWO,9.257911,12.4400564,Health Clinic,Functioning,True
Adamawa,Yola South,NHURURE,PHILIP JIRJI,9.2577986,12.44114662,Health Clinic,Functioning,True
Adamawa,Yola South,SARKI DAWAKI,TOUNGO NURSING,9.4044,12.4416,Health Post,Not Functioning,True
Adamawa,Yola South,Toungo,MEDDY PRIVATE CLINIC,9.3931,12.4424,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Toungo,TOUNGO PHCC,9.4225,12.4437,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Yolde Kohi,DINGAU H/POST,9.412,12.4439,Health Clinic,Partially Functioning,True
Adamawa,Yola South,Yolde Kohi,JAURO BAPPA HP,10.5248,12.4439,Health Post,Functioning,True
Adamawa,Yola South,Yolde Kohi,MELTARA H/POST,9.2803116,12.4439172,PHC,Functioning,True
Adamawa,Yola South,Yolde Kohi,Wuro Ardo HC,10.439,12.444,PHC,Functioning,True
Adamawa,Yola South,Yolde Kohi,YOLDE KOHI HP,9.272751,12.444174,Hospital,Functioning,True
Borno,Abadam,Arege,AREGE HEALTH CLINIC,9.3359,12.4443,Health Post,Partially Functioning,True
Borno,Abadam,Arege,Metile Health Clinic,9.277694,12.445486,Hospital,Functioning,True
Borno,Abadam,Arege,Tumbin Gini Health Clinic,9.2729202,12.4463236,IDP Clinic,Functioning,True
Borno,Abadam,Banowa,Arge Health Clinic,9.2364665,12.4465586,Hospital,Functioning,True
Borno,Abadam,Fuguwa,Nga'am Health Clinic,9.250169,12.44783,Health Clinic,Functioning,True
Borno,Abadam,Jabullam,Jabullam Health Clinic,9.274735,12.448166,Health Clinic,Functioning,True
Borno,Abadam,Kudokurgu,Kudokurgo MCH Clinic,9.2848332,12.4484393,PHC,Functioning,True
Borno,Abadam,Kudokurgu,Kudokurgo PHC Clinic,9.262351,12.449526,Health Clinic,Functioning,False
Borno,Abadam,Malam Kaunari,COCIN HEALTH CLINIC,8.767,12.45,Health Post,Not Functioning,False
Borno,Abadam,Malam Kaunari,COCIN Hospital,9.2816232,12.4506361,Hospital,Functioning,True
Borno,Abadam,Mallamfatori Kessa,Doro MCH  (Private),9.2630518,12.4516826,Health Clinic,Functioning,True
Borno,Abadam,Yau,Yau Health Clinic,9.492975,12.451978,PHC,Functioning,True
Borno,Abadam,Yau,Yauma Wango,9.2747031,12.4521767,Hospital,Functioning,True
Borno,Abadam,Yawa Kura,General Hospital Abadam,9.2670203,12.4526442,Health Clinic,Functioning,True
Borno,Abadam,Yituwa,ABADAM HEALTH CLINIC,9.2465968,12.4529042,PHC,Functioning,True
Borno,Askira/Uba,,Model Primary Health Care Centre (MPHC) Rumirgo,9.280298,12.453227,PHC,Functioning,True
Borno,Askira/Uba,Askira East,FSP Clinic,9.240666,12.453322,Health Clinic,Functioning,True
Borno,Askira/Uba,Askira East,Yimir Ali Health Clinic,9.2710999,12.4536324,Hospital,Functioning,True
Borno,Askira/Uba,Chul / Rumirgo,Chull PHC (Temp),9.2600888,12.4537124,PHC,Functioning,True
Borno,Askira/Uba,Chul / Rumirgo,Jairi A. Gadzama,9.2464396,12.455048,Health Clinic,Functioning,True
Borno,Askira/Uba,Chul / Rumirgo,RUMIRGO DISPENSARY,9.265288,12.45519,Hospital,Functioning,True
Borno,Askira/Uba,Dille / Huyum,DILLE DISPENSARY,9.283698,12.455503,PHC,Functioning,False
Borno,Askira/Uba,Dille / Huyum,Huyum Dispensary,10.81114,12.45593,Health Post,Partially Functioning,True
Borno,Askira/Uba,Dille / Huyum,Kille Dispensary,9.211031,12.456686,Health Clinic,Functioning,False
Borno,Askira/Uba,Dille / Huyum,Nkurvu Dispensary,9.268362,12.457405,PHC,Functioning,True
Borno,Askira/Uba,Dille / Huyum,Pumbum Dispensary,9.241073,12.458244,PHC,Functioning,False
Borno,Askira/Uba,Husara / Tampul,Husara Health Clinic,9.2822911,12.4586337,Health Clinic,Functioning,True
Borno,Askira/Uba,Husara / Tampul,Sabongari dispensary (Temp),9.2832119,12.4588621,PHC,Functioning,True
Borno,Askira/Uba,Husara / Tampul,Tampul dispensary,9.2633739,12.4589891,Health Clinic,Functioning,True
Borno,Askira/Uba,Kopa / Multhafu,Kopa dispensary,9.2782179,12.4590095,PHC,Functioning,True
Borno,Askira/Uba,Kopa / Multhafu,Ndagu Dispensary,9.070555556,12.46027778,Health Post,Partially Functioning,True
Borno,Askira/Uba,Kopa / Multhafu,Ngurthavu Health Clinic,8.241011,12.462171,Health Post,Not Functioning,False
Borno,Askira/Uba,Kopa / Multhafu,Primary Health care centre,9.277549,12.463093,PHC,Functioning,True
Borno,Askira/Uba,Lassa,General Hospital Lassa,8.888611111,12.46416667,Health Post,Partially Functioning,True
Borno,Askira/Uba,Lassa,SAMUWA DISPENSARY,9.266696,12.464604,Health Clinic,Functioning,True
Borno,Askira/Uba,Mussa,Dembo Dispensary,9.255249,12.466088,Health Clinic,Functioning,True
Borno,Askira/Uba,Mussa,EYN Dispensary,9.207778,12.4675,PHC,Functioning,True
Borno,Askira/Uba,Mussa,Gwandang Dispensary,9.249318,12.467547,Health Post,Partially Functioning,True
Borno,Askira/Uba,Mussa,Mussa PHC Clinic,9.212837,12.472068,Hospital,Functioning,False
Borno,Askira/Uba,Ngohi,Alagarno Dispensary,9.2607923,12.4749898,PHC,Functioning,True
Borno,Askira/Uba,Ngohi,Bijibiji Dispensary,9.2569629,12.4752724,Health Clinic,Functioning,True
Borno,Askira/Uba,Ngohi,Kilargal Dispensary,10.147125,12.47678,Health Clinic,Not Functioning,True
Borno,Askira/Uba,Ngohi,Leho B Dispensary,9.208499,12.476962,Health Clinic,Functioning,True
Borno,Askira/Uba,Ngohi,Ngohi Dispensary,10.14772167,12.47716,Health Post,Not Functioning,True
Borno,Askira/Uba,Ngulde,Garambal Health Clinic,9.20218,12.477481,PHC,Functioning,False
Borno,Askira/Uba,Ngulde,Ngulde Comprehensive Health Centre,9.49857,12.478285,Health Post,Partially Functioning,True
Borno,Askira/Uba,Ngulde,Ngulde Dispensary,9.109444444,12.47888889,PHC,Partially Functioning,True
Borno,Askira/Uba,Ngulde,Wawataku Dispensary,9.2052778,12.4791666,PHC,Functioning,True
Borno,Askira/Uba,UBA,Alheri Clinic,9.310238,12.479267,Health Clinic,Functioning,True
Borno,Askira/Uba,UBA,General Hospital Uba,9.300567,12.481695,PHC,Functioning,True
Borno,Askira/Uba,UBA,Kuma Dispensary,8.81,12.48555556,Health Post,Partially Functioning,True
Borno,Askira/Uba,UBA,Muffa Dispensary,9.1977778,12.4857778,Health Clinic,Functioning,True
Borno,Askira/Uba,UBA,Uba town Dispensary,8.700845,12.485943,Health Post,Not Functioning,False
Borno,Askira/Uba,Uda / Uvu,KWAHYELI DISPENARY,9.298598,12.488157,Health Clinic,Functioning,True
Borno,Askira/Uba,Uda / Uvu,Uda Dispensary,9.214248,12.488884,Health Clinic,Functioning,False
Borno,Askira/Uba,Uda / Uvu,Uvu Health Centre,9.1936111,12.4900556,Hospital,Functioning,True
Borno,Askira/Uba,Wamdeo / Giwi,EYN Clinic Wamdeo,9.1983333,12.491944,Health Clinic,Functioning,True
Borno,Askira/Uba,Wamdeo / Giwi,Giwi Dispensary,9.053888889,12.49305556,Health Post,Not Functioning,False
Borno,Askira/Uba,Wamdeo / Giwi,Walafa Dispensary,9.506097,12.501255,Health Post,Partially Functioning,True
Borno,Askira/Uba,Wamdeo / Giwi,Wamdeo Dispensary,9.532512,12.502185,Health Post,Partially Functioning,True
Borno,Askira/Uba,Zadawa / Hausari,GENERAL HOSPITAL ZADAWA,13.1053,12.50583,PHC,Functioning,True
Borno,Askira/Uba,Zadawa / Hausari,Leho A Dispensary,9.347022,12.505898,Health Clinic,Functioning,True
Borno,Askira/Uba,Zadawa / Hausari,Zadawa Dispensary,8.8425,12.50638889,Health Clinic,Partially Functioning,True
Borno,Bama,Andara / Ajiri /Wulba,Andara Dispensary,8.725,12.511,PHC,Functioning,True
Borno,Bama,Andara / Ajiri /Wulba,Barkari Health Clinic,8.986666667,12.51138889,Health Post,Not Functioning,False
Borno,Bama,Andara / Ajiri /Wulba,BEMBEM HEALTH POST,9.343848,12.511675,Health Clinic,Functioning,True
Borno,Bama,Andara / Ajiri /Wulba,KALAMUGDO HEALTH POST,9.227355,12.51282,Health Post,Not Functioning,True
Borno,Bama,Andara / Ajiri /Wulba,NDABAZA HEALTH CLINIC,8.4945,12.52,PHC,Partially Functioning,True
Borno,Bama,Buduwa / Bula Chirabe,Bama  MCH Clinic,8.856388889,12.52194444,Health Post,Partially Functioning,True
Borno,Bama,Buduwa / Bula Chirabe,Banki IDP Camp Clinic,9.4852,12.5327,Health Clinic,Partially Functioning,True
Borno,Bama,Buduwa / Bula Chirabe,COCIN Clinic Bama,9.526785,12.53766557,Health Post,Partially Functioning,True
Borno,Bama,Buduwa / Bula Chirabe,Tarmuwa Health Clinic,10.16226,12.54183667,Health Clinic,Not Functioning,False
Borno,Bama,Buduwa / Bula Chirabe,UMTH Comprensive Health Centre,9.365858,12.54285,Health Post,Not Functioning,False
Borno,Bama,Dipchari / Jere / Dar-Jamal / Kotembe,Dara Jamal Health Clinic,8.723,12.55,Health Post,Partially Functioning,False
Borno,Bama,Dipchari / Jere / Dar-Jamal / Kotembe,Dupchari Dispensary,9.367855,12.550477,PHC,Functioning,True
Borno,Bama,Dipchari / Jere / Dar-Jamal / Kotembe,Jere Dispensary,11.095277,12.563333,Health Post,Functioning,True
Borno,Bama,Gulumba / Jukkuri / Batra,Kashimri Health Clinic,10.46936667,12.56439,PHC,Functioning,True
Borno,Bama,Gulumba / Jukkuri / Batra,Model Primary Health Care Centre (MPHC) Gulumba,9.5137,12.5648,PHC,Functioning,True
Borno,Bama,Kasugula,FSP Tandari Health Clinic,10.41313167,12.56486167,Hospital,Functioning,True
Borno,Bama,Kasugula,Kasugula Skin Clinic,10.41640333,12.565205,Health Post,Not Functioning,False
Borno,Bama,Kumshe /Nduguno,Bula Umarye Health Clinic,10.40106167,12.56617333,PHC,Functioning,True
Borno,Bama,Kumshe /Nduguno,KUMSHE HEALTH CLINIC,8.758,12.567,PHC,Functioning,True
Borno,Bama,Lawanti / Malam / Mastari / Abbaram,Army Barrack Health Clinic,9.574265,12.567828,Health Post,Partially Functioning,True
Borno,Bama,Lawanti / Malam / Mastari / Abbaram,Bula Ngaldaye Dispensary,10.41601,12.56868833,Health Clinic,Functioning,True
Borno,Bama,Lawanti / Malam / Mastari / Abbaram,Mallam Masari Health Clinic,10.38757667,12.57375667,Health Clinic,Functioning,True
Borno,Bama,Lawanti / Malam / Mastari / Abbaram,Modu Kimeri Dispensary,9.502125,12.574363,PHC,Functioning,True
Borno,Bama,Marka / Malge / Amchaka,Model Primary Health Care Centre (MPHC) Amchaka,8.847777778,12.575,PHC,Partially Functioning,True
Borno,Bama,Marka / Malge / Amchaka,WALASA CLINIC,9.2243283,12.5808917,Health Post,Partially Functioning,True
Borno,Bama,Mbuliya / Goniri / Siraja,COCIN Clinic Mbuliya,8.955277778,12.58333333,PHC,Partially Functioning,True
Borno,Bama,Mbuliya / Goniri / Siraja,Goioni Kurmi Dispensary,9.551111111,12.58333333,Health Clinic,Functioning,True
Borno,Bama,Mbuliya / Goniri / Siraja,Goniri Health Clinic,9.200997,12.588039,PHC,Functioning,True
Borno,Bama,Sabsabwa / Soye/ Bulongu,Bulungu Health Clinic,9.41367,12.5942,PHC,Partially Functioning,True
Borno,Bama,Sabsabwa / Soye/ Bulongu,Soye  MCH Clinic,9.41823,12.5972516,IDP Clinic,Partially Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,21 BRIGADE MEDICAL CENTRE,9.381132,12.60337,Health Clinic,Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,BAMA MCH CLINIC,10.37410167,12.60537667,Health Clinic,Partially Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,COCIN Clinic Bama,8.9275,12.60694444,Health Post,Partially Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,GENERAL HOSPITAL BAMA,9.162222222,12.61,Health Post,Partially Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,GENERAL HOSPITAL BAMA IDP CAMP CLINIC,12.58885,12.61565,Health Post,Functioning,True
Borno,Bama,Shehuri / Hausari / Mairi,NAF EMERGENCY CLINIC,10.21666667,12.61916667,PHC,Functioning,True
Borno,Bama,Wulbari/Ndine/Chachile,BOGOMARI HEALTH CLINIC,9.82,12.62,PHC,Partially Functioning,True
Borno,Bama,Wulbari/Ndine/Chachile,Borjino Dispensary,9.4580433,12.6210483,Health Post,Partially Functioning,False
Borno,Bama,Wulbari/Ndine/Chachile,Jabbari Health Clinic,8.201124,12.6218434,Health Post,Not Functioning,False
Borno,Bama,Yabiri Kura/Yabiri Gana/Chongolo,Abuja Dispensary,10.07090667,12.62199333,Health Clinic,Not Functioning,False
Borno,Bama,Yabiri Kura/Yabiri Gana/Chongolo,Chongolo Dispensary,8.7,12.6233,Health Post,Partially Functioning,True
Borno,Bama,Yabiri Kura/Yabiri Gana/Chongolo,Kote Health Clinic,9.003055556,12.62527778,Health Post,Partially Functioning,True
Borno,Bama,Yabiri Kura/Yabiri Gana/Chongolo,MBA'A HEALTH POST,10.09741667,12.6367,Health Post,Not Functioning,False
Borno,Bama,Zangeri/Kash  Kash,Zangeri Health Clinic,10.03755,12.638555,PHC,Not Functioning,False
Borno,Bayo,,Balbaya  MCH Clinic,9.371575,12.6393433,Health Post,Partially Functioning,True
Borno,Bayo,Balbaya,KukwalDispensary,9.203611111,12.63944444,Health Post,Partially Functioning,True
Borno,Bayo,Briyel,Briyel  MCH Clinic,9.205833333,12.63944444,PHC,Partially Functioning,True
Borno,Bayo,Briyel,Chekele Dispensary,9.253611111,12.64055556,Health Post,Partially Functioning,True
Borno,Bayo,Briyel,MCH BRIYEL,9.169444444,12.64222222,Health Post,Partially Functioning,True
Borno,Bayo,Briyel,TASHAN ITACE DISPENSARY,9.50968,12.643775,Health Post,Partially Functioning,True
Borno,Bayo,Fikayel,Fikayel PHC Clinic,11.04377,12.64598,Health Clinic,Partially Functioning,True
Borno,Bayo,Gamadadi,Gamadadi Comprensive Health Centre,10.09458278,12.65564333,PHC,Not Functioning,False
Borno,Bayo,Gamadadi,Maina Baba Dispensary,9.253611111,12.65833333,PHC,Partially Functioning,True
Borno,Bayo,Jara Dali,Guvayako Dispensary,9.226111111,12.66083333,Health Clinic,Partially Functioning,True
Borno,Bayo,Jara Dali,Jaradali PHC Clinic,10.33972167,12.66121333,Health Post,Functioning,True
Borno,Bayo,Jara Dali,Zange Dispensary,8.388134,12.663732,Health Post,Partially Functioning,False
Borno,Bayo,Jara Gol,Jaragol PHC Clinic,8.2770234,12.6637352,PHC,Functioning,True
Borno,Bayo,Jara Gol,Korko Dispensary,9.217195,12.6642033,Hospital,Partially Functioning,True
Borno,Bayo,Limanti,Kuva Health Clinic,9.248055556,12.66555556,PHC,Partially Functioning,True
Borno,Bayo,Limanti,Limanti Dispensary,10.26106,12.6674,Health Post,Partially Functioning,False
Borno,Bayo,Teli,Garin Gado Dispensary,10.04904,12.66924,Health Post,Not Functioning,False
Borno,Bayo,Teli,Teli PHC Clinic,9.074722222,12.67166667,PHC,Partially Functioning,True
Borno,Bayo,Wuyo,Dambitam Dispensary,9.075277778,12.67444444,Health Post,Partially Functioning,True
Borno,Bayo,Wuyo,Gaidam Dispensary,9.34566333,12.68146,PHC,Partially Functioning,True
Borno,Bayo,Wuyo,Guburunde Dispensary,9.211666667,12.68444444,IDP Clinic,Partially Functioning,True
Borno,Bayo,Wuyo,Laroh Dispensary,9.291111111,12.69,Health Post,Partially Functioning,True
Borno,Bayo,Wuyo,MABBODE DISPENSARY,9.37931667,12.70039333,PHC,Partially Functioning,True
Borno,Bayo,Wuyo,SAKDIYA HEALTH CLINIC,9.51122,12.7021,Health Clinic,Partially Functioning,True
Borno,Bayo,Wuyo,TOBULE DISPENSARY,8.876388889,12.70388889,Health Post,Partially Functioning,True
Borno,Bayo,Wuyo,Wuyo PHC Clinic,11.0359,12.70409,Health Post,Partially Functioning,True
Borno,Bayo,Zara,Zara Dispensary,8.3675,12.704444,Health Post,Partially Functioning,True
Borno,Biu,,KIMBA DISPENSARY,10.11410167,12.70676833,PHC,Functioning,True
Borno,Biu,Buratai,Bam dispensary,10.16553833,12.708155,Health Post,Not Functioning,False
Borno,Biu,Buratai,Buratai Health Centre,9.095555556,12.71388889,Health Post,Partially Functioning,True
Borno,Biu,Buratai,CHARA DISPENSARY,10.16535167,12.71464333,Health Post,Not Functioning,False
Borno,Biu,Buratai,KAMUYA DISPENSARY,9.41329667,12.72311,Health Clinic,Partially Functioning,True
Borno,Biu,Dadin Kowa,Berum Dispensary,8.5413,12.724,PHC,Partially Functioning,True
Borno,Biu,Dadin Kowa,CHC GUNDA,9.192222222,12.72555556,Health Clinic,Partially Functioning,True
Borno,Biu,Dadin Kowa,Duzuwa Dispensary,10.15618667,12.72905,PHC,Functioning,True
Borno,Biu,Dadin Kowa,PANANA DISPENSARY,10.15803667,12.73045667,Health Clinic,Functioning,True
Borno,Biu,Dugja,Hizhi dispensary,11.769722,12.734167,Health Clinic,Partially Functioning,True
Borno,Biu,Dugja,TSAHUYAM,10.16739333,12.73602667,Health Clinic,Functioning,True
Borno,Biu,Dugja,Tum Dispensary,10.163675,12.73605333,Health Clinic,Functioning,True
Borno,Biu,Garubula,Bera Dispensary,10.15457667,12.73647833,Health Clinic,Functioning,True
Borno,Biu,Garubula,Charangi dispensary,10.17884,12.73726833,PHC,Functioning,True
Borno,Biu,Garubula,Garubula Sabo Health Centre,10.16464333,12.73854333,PHC,Functioning,True
Borno,Biu,Garubula,Madthlau Dispensary,9.2225683,12.7387416,Health Post,Partially Functioning,True
Borno,Biu,Gur,Gur Dispensary,10.16595333,12.73992833,PHC,Functioning,True
Borno,Biu,Gur,Gur Garubula Dispensary,10.159015,12.74225833,Health Clinic,Functioning,True
Borno,Biu,Kenken,FSP Clinic,10.16406,12.74289833,PHC,Functioning,True
Borno,Biu,Kenken,GGSS Biu,10.155005,12.74350778,Health Clinic,Functioning,False
Borno,Biu,Kenken,Vocational Training Centre,10.15352833,12.74561667,Health Clinic,Functioning,True
Borno,Biu,Mandara Girau,DEBIRO DISPENSARY,10.16393833,12.74934222,Health Post,Not Functioning,False
Borno,Biu,Mandara Girau,Liya Dispensary,9.538125,12.750075,Health Post,Partially Functioning,True
Borno,Biu,Mandara Girau,Mandaragrau Health Centre,9.308333333,12.7525,PHC,Partially Functioning,True
Borno,Biu,Mandara Girau,Nguma Dispensary,11.14817,12.75301,IDP Clinic,Partially Functioning,True
Borno,Biu,Miringa,Mirnga  MCH Clinic,11.14817,12.75301,IDP Clinic,Partially Functioning,True
Borno,Biu,Miringa,Mirnga Dispensary,11.04713,12.75358,Health Post,Partially Functioning,True
Borno,Biu,Sulumthla,Biu Town Dispensary,11.13161,12.75444,Health Post,Partially Functioning,True
Borno,Biu,Sulumthla,General Hospital Biu,11.15879,12.7554,IDP Clinic,Not Functioning,False
Borno,Biu,Yawi,Yawi Dispensary,11.15879,12.7554,IDP Clinic,Partially Functioning,True
Borno,Biu,Zarawuyaku,JALINGO DISPENSARY,11.16233,12.75596,IDP Clinic,Partially Functioning,True
Borno,Biu,Zarawuyaku,Maina Hari Clinic,8.804,12.757,Health Post,Partially Functioning,True
Borno,Biu,Zarawuyaku,Mandafuma Dispensary,11.16051,12.75765,Health Clinic,Partially Functioning,True
Borno,Biu,Zarawuyaku,MCH Clinic Biu,11.16658,12.76139,IDP Clinic,Partially Functioning,True
Borno,Chibok,Chibok Garu,GENERAL HOSPITAL GARU,11.14788,12.76305,IDP Clinic,Partially Functioning,True
Borno,Chibok,Chibok Garu,MCH GARU,10.29627,12.773955,PHC,Functioning,True
Borno,Chibok,Chibok Wuntaku,Bamzir Dispensary,11.842979,12.7755,Health Clinic,Functioning,True
Borno,Chibok,Chibok Wuntaku,Bwalagyang Dispensary,10.80291,12.77594,PHC,Functioning,True
Borno,Chibok,Chibok Wuntaku,Hirpaya Dispensary,10.85046,12.77646,Health Post,Functioning,True
Borno,Chibok,Chibok Wuntaku,Njilang Dispensary,9.56176167,12.77976,PHC,Partially Functioning,True
Borno,Chibok,Gatamarwa,Gatamarwa Dispensary,10.87589,12.78162,Health Post,Functioning,True
Borno,Chibok,Gatamarwa,Paya Yesu Dispensary,11.17556,12.78659,Health Post,Partially Functioning,True
Borno,Chibok,Kautikari,EYN Dispensary Kautikari,9.38817833,12.78746,Health Post,Partially Functioning,True
Borno,Chibok,Kautikari,Model Primary Health Care Centre (MPHC) Kautikari,9.352222222,12.78861111,PHC,Partially Functioning,True
Borno,Chibok,Korongilim,Korongillim Dispensary,10.86781,12.78934,Health Post,Functioning,True
Borno,Chibok,Kuburmbula,Kaumatayahi Dispensary,9.39156333,12.795,PHC,Partially Functioning,True
Borno,Chibok,Kuburmbula,Kuburmbula Dispensary,10.8315,12.79657,Health Post,Functioning,True
Borno,Chibok,Kuburmbula,Mifa Dispensary,9.298611111,12.79805556,Health Post,Partially Functioning,True
Borno,Chibok,Mbalala, EYN Dispensary Mbalala,8.796221,12.7993721,PHC,Functioning,True
Borno,Chibok,Mbalala,Mbalala Dispensary,11.06,12.80846,Health Post,Partially Functioning,True
Borno,Chibok,Mboa Kura,HEALTH POST MBOA KURA,10.38285684,12.82369226,Health Clinic,Functioning,True
Borno,Chibok,Pemi,Pemi Dispensary,10.17748784,12.82518671,Health Clinic,Functioning,True
Borno,Chibok,Pemi,Yimirmgza Dispensary,9.3295099,12.8384383,Health Clinic,Partially Functioning,True
Borno,Chibok,Shikarkir,Model Primary Health Care Centre (MPHC) Shikarkir,9.39753833,12.84157833,Health Clinic,Partially Functioning,True
Borno,Damboa,,MCH DAMBOA,8.4522,12.842,Health Post,Partially Functioning,True
Borno,Damboa,,Model Primary Health Care Centre (MPHC) Ajigin,10.75511,12.84453,Health Post,Functioning,True
Borno,Damboa,Ajign (A),Ajigin Health Clinic,9.37824,12.85152,Health Post,Partially Functioning,True
Borno,Damboa,Ajign (A),Auma Dispensary,10.86657,12.85289,Hospital,Functioning,True
Borno,Damboa,Ajign (A),Chilariya Dispensary,10.86672,12.854,Health Clinic,Functioning,True
Borno,Damboa,Ajign (B),Gorgore Dispensary,9.53784,12.8568,Health Post,Partially Functioning,True
Borno,Damboa,Ajign (B),Talala Dispensary,9.64442167,12.862215,Health Post,Partially Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Azir Health Clinic,9.326388889,12.86583333,Health Post,Partially Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Forfor Dispensary,10.36257621,12.86668047,Health Post,Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Kauji Dispensary,9.060555556,12.86805556,Health Post,Partially Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Multe Dispensary,9.326944444,12.87472222,PHC,Partially Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Sabon Gari Dispensary,10.77929,12.87491,Health Post,Functioning,True
Borno,Damboa,Azur/Multe/Forfor,Wajiroko Dispensary,10.45076167,12.87593,Health Post,Partially Functioning,True
Borno,Damboa,Bego/Yerwa/Ngurna,Kallah Dispensary,9.129722222,12.87611111,Health Post,Partially Functioning,True
Borno,Damboa,Bego/Yerwa/Ngurna,Kolgiri Dispensary,9.248333333,12.87722222,PHC,Partially Functioning,True
Borno,Damboa,Bego/Yerwa/Ngurna,Njawa Dispensary,8.702264,12.8779602,Health Clinic,Functioning,True
Borno,Damboa,Bego/Yerwa/Ngurna,Yerwa Dispensary,10.7705,12.88056,Health Post,Not Functioning,False
Borno,Damboa,Damboa,AJARI ICRC,10.7705,12.88056,Health Post,Functioning,True
Borno,Damboa,Damboa,AJARI ICRC HEALTH CLINIC,9.123611111,12.88555556,PHC,Partially Functioning,True
Borno,Damboa,Damboa,Damboa  Town Dispensary,10.17758274,12.8888718,PHC,Not Functioning,False
Borno,Damboa,Damboa,DAMBOA CENTRAL PRIMARY SCHOOL CLINIC,10.2945093,12.88903975,Health Clinic,Functioning,True
Borno,Damboa,Damboa,GENERAL HOSPITAL,13.0975,12.8903,Health Post,Not Functioning,True
Borno,Damboa,Damboa,General Hospital MSF clinic,10.15310057,12.90571027,Health Post,Partially Functioning,True
Borno,Damboa,Damboa,Shuwari Host Community Clinic-UNICEF,10.65705,12.90709,Hospital,Functioning,True
Borno,Damboa,Damboa,Shuwari Host Community Clinic-UNICEF (Temp),10.22263993,12.91467851,Health Clinic,Functioning,True
Borno,Damboa,Gumsuri/Misakurbudu,Gumsuri Dispensary,10.18074109,12.91550341,Health Post,Not Functioning,False
Borno,Damboa,Gumsuri/Misakurbudu,Kaya Dispensary,9.5781,12.91554333,PHC,Partially Functioning,True
Borno,Damboa,Gumsuri/Misakurbudu,Model Primary Health Care Centre (MPHC) Gumsuri,9.1675,12.91861111,Health Clinic,Functioning,True
Borno,Damboa,Kafa / Mafi,Abulam Dispensary,8.4533,12.92,Health Post,Partially Functioning,True
Borno,Damboa,Kafa / Mafi,Dusula Dispensary,10.87933,12.92469,Health Post,Functioning,True
Borno,Damboa,Kafa / Mafi,Kafa Health Clinic,10.1527688,12.92483681,Health Clinic,Functioning,True
Borno,Damboa,Mulgwai / Kopchi,Baale Health Clinic,10.14194492,12.92722761,Health Clinic,Functioning,True
Borno,Damboa,Mulgwai / Kopchi,Bulajilin Dispensary,10.22770537,12.92759664,Health Clinic,Functioning,True
Borno,Damboa,Mulgwai / Kopchi,Izge Dispensary,12.87166667,12.93222222,Health Clinic,Functioning,True
Borno,Damboa,Mulgwai / Kopchi,Kopchi Dispensary,8.4623,12.935,Hospital,Functioning,True
Borno,Damboa,Mulgwai / Kopchi,MUGE DISPENSARY,10.17574575,12.93694928,Health Post,Partially Functioning,True
Borno,Damboa,Mulgwai / Kopchi,Ngalalimiri Dispensary,8.662192,12.937792,PHC,Functioning,True
Borno,Damboa,Nguda / Wuyaram,Hausari IDP camp,10.23358482,12.93809744,Health Clinic,Functioning,False
Borno,Damboa,Nguda / Wuyaram,HAUSARI MEDICINE DUMONDE,10.23420859,12.94632814,Hospital,Functioning,True
Borno,Damboa,Nguda / Wuyaram,Kachallaburari dispensary,10.26223704,12.9464089,Health Post,Not Functioning,False
Borno,Damboa,Nguda / Wuyaram,Malaharam Dispensary,9.66733,12.94712167,Health Post,Partially Functioning,True
Borno,Damboa,Nguda / Wuyaram,Nzuda Mairi Dispensary,10.77485,12.94921,Health Post,Functioning,True
